content,index
"We may not be able to come together the way we're used to this year, but we can still connect over Passover, Easter and Ramadan.
USA TODAY
VATICAN CITY His voice echoing through the nearly empty St. Peters Basilica, a somber Pope Francis celebrated one of t… [+5885 chars]",785
"People of color and minority groups are particularly at risk during the pandemic. Here's what should be done to better address these communities.
USA TODAY
WASHINGTON Millions of Americans who expect to receive a $1,200 stimulus check from the federal gover… [+6916 chars]",786
"Dr. Anthony Fauci said people shouldnt go back to shaking hands after the coronavirus pandemic subsides. 
Appearing Wednesday on a Wall Street Journalpodcast, Fauci, who leads the National Institute of Allergy and Infectious Diseases, said that he thought so… [+1013 chars]",787
"Karte und Angaben basieren auf den Daten des Intensivregisters der Deutschen Interdisziplinären Vereinigung für Intensiv- und Notfallmedizin (DIVI). Die DIVI hat diese Plattform zur Corona-Krise entwickelt, als Unterstützung für Mediziner und Rettungsdienste … [+2300 chars]",788
"Karte und Angaben basieren auf den Daten des Intensivregisters der Deutschen Interdisziplinären Vereinigung für Intensiv- und Notfallmedizin (DIVI). Die DIVI hat diese Plattform zur Corona-Krise entwickelt, als Unterstützung für Mediziner und Rettungsdienste … [+2300 chars]",789
"Apple Newsroom
The latest news and updates, direct from Apple.
Read more",790
"Apple Newsroom
The latest news and updates, direct from Apple.
Read more",791
"Yosemite Village is normally a crush of humanity and traffic congestion. On Saturday, it was peaceful like few times before the only sounds coming from the wind and the few local residents. 
A young bobcat ambled by the nearly abandoned administrative buildi… [+5365 chars]",792
"Disclaimer: Nothing is investment advice. Also, this will be different from my past pieces and much more financially focused. 
In my extremely noisy twitter feed over the last few weeks, there is a single thread that I keep coming back to. Advertising and di… [+10643 chars]",793
"The UK death toll for coronavirus has risen to 8,958 in the largest daily increase for hospitalised patients in Europe to date.
Matt Hancock, the health secretary, said 980 more patients had died in hospital as of 5pm on Thursday.
Italy where around 18,800 … [+1839 chars]",794
"The UK has been plunged into political turmoil after Boris Johnsons condition deteriorated and he was moved to intensive care.
Hours after No 10 insisted the prime minister remained in charge despite being taken to hospital on Sunday night because of his cor… [+1202 chars]",795
"The United States is suspending funding to the World Health Organisation while the Trump administration studies what Donald Trump called the group's ""disasterous"" role in ""covering up"" the outbreak of the coronavirus in China, the president announced Tuesday … [+1515 chars]",796
"A total of 5,373 patients have died in UK hospitals after testing positive for coronavirus, a rise of 439 in 24 hours.
The new deaths, which were from 5pm on Saturday to 5pm on Sunday, is slightly lower than the daily death tolls at the end of last week.
Be… [+1343 chars]",797
"UK government pledges £200m to World Health Organisation and charities
The British government has pledged £200m to the World Health Organisation and charities to slow the spread of coronavirus in vulnerable countries and prevent a second wave of infections.… [+1097 chars]",798
"Facial protection will become norm, says senior WHO doctor
A senior World Health Organisation (WHO) figure has said facial protection is going to become the norm in the wake of the coronavirus outbreak.
Dr David Nabarro, the WHO's Covid-19 envoy, said peopl… [+1133 chars]",799
"Facial protection will become norm, says senior WHO doctor
A senior World Health Organisation (WHO) figure has said facial protection is going to become the norm in the wake of the coronavirus outbreak.
Dr David Nabarro, the WHO's Covid-19 envoy, said peopl… [+1133 chars]",800
"Facial protection will become norm, says senior WHO doctor
A senior World Health Organisation (WHO) figure has said facial protection is going to become the norm in the wake of the coronavirus outbreak.
Dr David Nabarro, the WHO's Covid-19 envoy, said peopl… [+1133 chars]",801
"The number of deaths as a result of the coronavirus outbreak could be even higher than official statistics suggest because of under-reporting by doctors, experts have warned.
Concerns have been raised that patients may be dying of other causes as a result of… [+3627 chars]",802
"The number of deaths as a result of the coronavirus outbreak could be even higher than official statistics suggest because of under-reporting by doctors, experts have warned.
Concerns have been raised that patients may be dying of other causes as a result of… [+3627 chars]",803
"The number of deaths as a result of the coronavirus outbreak could be even higher than official statistics suggest because of under-reporting by doctors, experts have warned.
Concerns have been raised that patients may be dying of other causes as a result of… [+3627 chars]",804
"Boris Johnson has been discharged from hospital and will continue to recuperate from coronavirus at his country retreat.
The prime minister will not return to work immediately following advice from his doctors, instead focusing on his recovery at Chequers, h… [+4396 chars]",805
"One of two NHS nurses who were personally thanked and praised by Boris Johnson for caring for him while he was in intensive care has been blown away by the recognition, her brother said.
Jenny McGee, from New Zealand, works in the intensive care department a… [+5814 chars]",806
"China has stated that dogs should be treated as pets, not livestock, for the first time a move campaigners hope could signal an end to the countrys brutal cat and dog meat trade.
It comes after Chinese authorities imposed an immediate ban on eating and tradi… [+3588 chars]",807
